0,138.38998073056726
1,141.96763722761165
2,138.709412832462
3,144.383322671144
4,144.3990832349245
5,142.804734589865
6,148.14549111642685
7,147.2446444328638
8,147.30588470734557
9,146.3078942881305
10,147.9325925217111
11,151.0324920582894
12,153.18002926324957
13,152.87825302686647
14,156.2758153202862
15,158.5516342471238
16,156.1609885878412
17,156.97113967748174
18,158.0538753438082
19,158.78704437591404
20,159.93869376997574
21,161.3270734674435
22,162.87099733398415
23,161.16285612260054
24,164.77033689848494
25,165.7986510751293
26,164.60631989385854
27,168.67606170103954
28,169.20617185997537
29,167.73981743053858
30,172.9452561646575
31,171.40333307540536
32,169.2503862565035
33,173.32795652174244
34,173.4005347123709
35,174.73824611085803
36,176.2418655992678
37,177.55784523215937
38,178.4986232198524
39,178.47566371646042
40,182.59395878413028
41,184.26019273373657
42,182.70674187072214
43,182.9115326469536
44,184.787797304031
45,185.14803609326904
46,184.79404614140248
47,188.9551920762067
48,188.39649672650845
49,188.93684733166504
50,191.83551956204101
51,192.57749757312845
52,192.32312731333457
53,193.5592870696739
54,193.64989205554667
55,195.6854847337174
56,194.9706623253938
57,197.54105982611918
58,200.1822138906515
59,197.93831165579687
60,200.62019974455976
61,200.78245554827123
62,201.2873135245021
63,202.42056295530466
64,204.207046581849
65,204.81450360079188
66,205.70402653567197
67,206.61420133243521
68,208.21939179224216
69,208.46529134354995
70,209.8812267327461
71,211.11290590395896
72,211.88967817192943
73,211.84952848651417
74,212.1212749571634
75,214.3670866076647
76,215.93909080621637
77,216.13419610475455
78,217.7360473842398
79,219.04972812429534
80,221.37956966400432
81,222.38687307313177
82,220.14358276768613
83,224.3709746878541
84,224.29600866549404
85,224.44263181571307
86,226.23746544026082
87,224.69487935755942
88,227.19526910514466
89,231.5968312426887
90,229.48459215088246
91,231.83964703209404
92,232.62784498630265
93,232.93497184776285
94,234.19744353508017
95,234.6413917323588
96,237.2373478883712
97,236.82884382325665
98,236.84637301488857
99,239.08870813581194
